DATE,USTRADE,USMINE,USCONS,USEHS,MANEMP,USPBS,USGOVT
1939-01-01,3107.8,882,1139,1381,9077,1943,3988
1939-02-01,3121.8,884,1162,1384,9175,1950,4001
1939-03-01,3139.7,883,1225,1387,9275,1958,4002
1939-04-01,3154.8,624,1249,1389,9309,1957,4002
1939-05-01,3151.7,737,1262,1399,9299,1968,4006
1939-06-01,3152.9,868,1264,1406,9315,1980,4003
1939-07-01,3165.8,852,1221,1411,9231,1985,4019
1939-08-01,3165.9,859,1236,1412,9400,1990,4046
1939-09-01,3185.0,885,1203,1424,9604,2010,4076
1939-10-01,3186.1,925,1186,1415,9873,2021,4089
1939-11-01,3192.0,939,1172,1421,9896,2027,4109
1939-12-01,3178.1,930,1142,1428,9949,2033,4134
1940-01-01,3233.5,925,1121,1433,9927,2039,4150
1940-02-01,3250.8,929,1178,1440,9916,2047,4150
1940-03-01,3336.7,926,1214,1447,9884,2051,4151
1940-04-01,3279.1,920,1276,1455,9817,2055,4152
1940-05-01,3303.7,930,1298,1460,9810,2061,4172
1940-06-01,3324.9,918,1290,1465,9832,2066,4218
1940-07-01,3318.9,920,1272,1469,9766,2070,4261
1940-08-01,3331.5,923,1286,1478,10048,2087,4282
1940-09-01,3366.1,928,1379,1487,10258,2104,4312
1940-10-01,3370.1,932,1506,1496,10471,2123,4353
1940-11-01,3379.8,936,1627,1501,10643,2137,4396
1940-12-01,3411.1,939,1777,1507,10847,2155,4415
1941-01-01,3408.6,945,1833,1516,10993,2171,4468
1941-02-01,3436.5,951,1820,1526,11211,2189,4504
1941-03-01,3458.1,961,1739,1536,11409,2207,4535
1941-04-01,3570.6,681,1772,1551,11698,2232,4585
1941-05-01,3519.9,979,1784,1558,11957,2259,4642
1941-06-01,3560.1,990,1791,1563,12204,2277,4701
1941-07-01,3593.6,1001,1881,1575,12382,2301,4750
1941-08-01,3624.1,1013,1918,1583,12532,2317,4821
1941-09-01,3632.5,1020,1939,1587,12683,2326,4891
1941-10-01,3615.1,1022,1935,1594,12770,2336,4907
1941-11-01,3615.3,1021,1915,1601,12810,2344,4949
1941-12-01,3606.7,1024,1903,1606,12876,2351,4971
1942-01-01,3592.6,1029,1914,1611,12965,2362,5089
1942-02-01,3579.5,1021,1900,1608,13127,2365,5146
1942-03-01,3566.7,1014,2042,1615,13311,2377,5257
1942-04-01,3542.0,1022,2170,1623,13509,2394,5357
1942-05-01,3535.8,1025,2271,1626,13704,2403,5431
1942-06-01,3503.1,1019,2380,1632,13842,2413,5510
1942-07-01,3490.9,1018,2494,1640,14072,2429,5591
1942-08-01,3494.6,1011,2478,1644,14339,2442,5814
1942-09-01,3493.5,1002,2433,1647,14582,2454,5866
1942-10-01,3508.8,994,2352,1649,14772,2463,5956
1942-11-01,3498.8,989,2260,1645,14971,2470,6026
1942-12-01,3479.8,984,2136,1645,15288,2482,6072
1943-01-01,3473.4,974,2064,1649,15532,2498,6132
1943-02-01,3466.2,978,2022,1653,15685,2509,6223
1943-03-01,3465.7,973,1954,1655,15856,2515,6257
1943-04-01,3505.9,968,1854,1655,15961,2519,6267
1943-05-01,3474.8,958,1737,1656,16044,2521,6281
1943-06-01,3495.3,957,1639,1658,16204,2528,6324
1943-07-01,3490.1,954,1516,1658,16306,2531,6257
1943-08-01,3481.6,947,1433,1658,16369,2532,6151
1943-09-01,3478.9,950,1357,1663,16366,2537,6167
1943-10-01,3492.7,950,1334,1666,16512,2546,6170
1943-11-01,3508.5,943,1320,1671,16598,2558,6179
1943-12-01,3448.8,950,1316,1674,16526,2557,6271
1944-01-01,3507.3,947,1323,1661,16439,2552,6162
1944-02-01,3507.2,948,1300,1668,16330,2556,6129
1944-03-01,3508.4,942,1237,1670,16170,2549,6113
1944-04-01,3498.1,940,1172,1667,16012,2540,6112
1944-05-01,3505.4,938,1149,1666,15944,2536,6121
1944-06-01,3508.5,934,1123,1671,15890,2535,6147
1944-07-01,3528.4,925,1103,1668,15832,2529,6190
1944-08-01,3533.3,922,1081,1669,15781,2527,6204
1944-09-01,3529.8,914,1036,1667,15662,2523,6216
1944-10-01,3540.8,906,1085,1665,15630,2519,6223
1944-11-01,3544.6,901,1095,1667,15568,2524,6263
1944-12-01,3496.1,894,1113,1668,15659,2525,6375
1945-01-01,3572.8,893,1143,1659,15669,2527,6254
1945-02-01,3582.3,892,1191,1667,15581,2533,6239
1945-03-01,3612.9,890,1179,1666,15473,2528,6216
1945-04-01,3522.1,855,1148,1666,15335,2519,6185
1945-05-01,3575.6,820,1138,1666,15201,2512,6159
1945-06-01,3581.8,878,1133,1681,14948,2512,6181
1945-07-01,3600.9,868,1144,1692,14599,2512,6185
1945-08-01,3613.9,863,1159,1706,14201,2506,6135
1945-09-01,3665.2,857,1143,1711,12486,2447,5942
1945-10-01,3696.2,795,1231,1733,12487,2466,5854
1945-11-01,3742.5,871,1291,1753,12537,2498,5830
1945-12-01,3722.3,880,1336,1773,12528,2514,5811
1946-01-01,3880.6,891,1421,1797,12719,2560,5785
1946-02-01,3946.1,885,1501,1819,11922,2550,5778
1946-03-01,3995.1,891,1581,1839,12545,2596,5758
1946-04-01,4066.2,600,1639,1857,13200,2635,5761
1946-05-01,4080.3,807,1679,1869,13389,2650,5732
1946-06-01,4110.7,911,1697,1880,13598,2670,5680
1946-07-01,4145.3,929,1761,1886,13771,2691,5682
1946-08-01,4202.8,939,1808,1904,13981,2717,5681
1946-09-01,4209.7,941,1836,1932,14135,2747,5669
1946-10-01,4223.4,945,1875,1933,14182,2756,5664
1946-11-01,4282.0,946,1901,1945,14310,2778,5639
1946-12-01,4265.6,932,1931,1956,14301,2779,5628
1947-01-01,4282.1,958,1927,1976,14328,2805,5619
1947-02-01,4296.0,962,1960,1986,14278,2813,5606
1947-03-01,4326.2,965,1972,1992,14259,2817,5588
1947-04-01,4334.8,946,1992,1997,14240,2814,5558
1947-05-01,4368.6,972,2015,2005,14189,2823,5551
1947-06-01,4391.0,977,2076,2013,14200,2834,5524
1947-07-01,4410.6,953,2077,2020,14076,2839,5524
1947-08-01,4416.4,985,2095,2024,14200,2847,5519
1947-09-01,4440.2,989,2094,2030,14315,2859,5539
1947-10-01,4469.7,997,2109,2039,14393,2870,5566
1947-11-01,4478.7,1002,2101,2044,14414,2877,5585
1947-12-01,4481.8,1005,2130,2049,14428,2882,5605
1948-01-01,4490.5,1008,2179,2047,14438,2885,5624
1948-02-01,4489.4,1003,2105,2051,14339,2885,5615
1948-03-01,4503.4,1017,2163,2058,14364,2894,5623
1948-04-01,4469.8,917,2202,2069,14183,2891,5643
1948-05-01,4512.0,1028,2245,2074,14235,2904,5681
1948-06-01,4530.0,1035,2280,2082,14318,2912,5736
1948-07-01,4543.9,1006,2284,2084,14359,2920,5774
1948-08-01,4545.2,1033,2269,2088,14353,2920,5791
1948-09-01,4544.7,1036,2264,2090,14441,2923,5805
1948-10-01,4544.5,1030,2263,2087,14390,2917,5829
1948-11-01,4547.2,1027,2280,2088,14292,2915,5869
1948-12-01,4552.6,1025,2306,2096,14086,2914,5888
1949-01-01,4535.0,1011,2292,2080,13867,2892,5894
1949-02-01,4536.2,1010,2275,2088,13734,2888,5893
1949-03-01,4525.6,1003,2264,2083,13581,2876,5915
1949-04-01,4586.8,1003,2243,2092,13439,2882,5948
1949-05-01,4531.8,991,2232,2097,13269,2877,5962
1949-06-01,4516.8,976,2197,2095,13178,2865,5956
1949-07-01,4500.5,953,2202,2098,13067,2860,5962
1949-08-01,4496.1,961,2208,2098,13158,2858,5985
1949-09-01,4519.2,955,2223,2104,13225,2864,5990
1949-10-01,4498.4,630,2218,2106,12891,2832,5970
1949-11-01,4485.1,929,2229,2109,12882,2847,5950
1949-12-01,4509.8,948,2207,2113,13062,2863,5952
1950-01-01,4496.5,878,2216,2105,13161,2861,5934
1950-02-01,4497.6,638,2228,2114,13169,2856,5926
1950-03-01,4512.6,951,2241,2113,13290,2876,6078
1950-04-01,4531.8,954,2293,2127,13471,2904,6094
1950-05-01,4546.5,955,2345,2135,13780,2916,6043
1950-06-01,4571.9,957,2408,2143,13923,2938,6022
1950-07-01,4595.1,938,2454,2150,14072,2954,6090
1950-08-01,4639.7,965,2491,2159,14461,2982,6187
1950-09-01,4639.8,967,2512,2161,14561,2990,6228
1950-10-01,4640.5,966,2546,2166,14737,3000,6249
1950-11-01,4643.7,962,2564,2171,14762,3007,6262
1950-12-01,4651.9,959,2542,2178,14782,3017,6314
1951-01-01,4696.6,959,2609,2187,14950,3037,6352
1951-02-01,4722.4,962,2628,2195,15076,3049,6382
1951-03-01,4799.2,959,2670,2204,15125,3065,6410
1951-04-01,4676.4,948,2696,2208,15166,3070,6451
1951-05-01,4756.0,954,2711,2212,15164,3073,6417
1951-06-01,4767.0,958,2692,2219,15176,3077,6499
1951-07-01,4771.5,945,2692,2226,15110,3082,6538
1951-08-01,4775.9,959,2689,2235,15061,3087,6519
1951-09-01,4774.4,952,2674,2233,14996,3082,6552
1951-10-01,4774.3,958,2699,2238,14973,3085,6577
1951-11-01,4794.3,958,2660,2244,14999,3095,6626
1951-12-01,4799.2,957,2696,2248,15045,3101,6688
1952-01-01,4805.0,958,2694,2257,15067,3113,6589
1952-02-01,4812.7,954,2754,2267,15105,3123,6650
1952-03-01,4804.7,957,2691,2266,15127,3125,6662
1952-04-01,4842.8,956,2688,2270,15162,3129,6662
1952-05-01,4849.5,954,2687,2277,15143,3134,6694
1952-06-01,4863.6,874,2717,2277,14828,3118,6712
1952-07-01,4881.7,848,2713,2280,14707,3112,6737
1952-08-01,4896.1,931,2718,2286,15279,3147,6718
1952-09-01,4922.7,930,2723,2289,15553,3160,6734
1952-10-01,4946.7,927,2695,2292,15690,3172,6816
1952-11-01,4964.5,923,2707,2297,15843,3184,6801
1952-12-01,4979.9,923,2714,2306,15973,3199,6935
1953-01-01,4981.6,926,2728,2300,16067,3199,6794
1953-02-01,4998.8,919,2764,2309,16158,3211,6797
1953-03-01,5017.4,911,2728,2316,16270,3220,6784
1953-04-01,4958.1,908,2707,2322,16293,3228,6770
1953-05-01,5019.9,905,2684,2327,16341,3235,6717
1953-06-01,5025.9,903,2663,2335,16343,3240,6734
1953-07-01,5025.1,900,2657,2339,16353,3245,6723
1953-08-01,5029.2,899,2657,2344,16278,3246,6754
1953-09-01,5024.1,895,2680,2355,16151,3246,6749
1953-10-01,5040.4,890,2707,2354,15981,3240,6764
1953-11-01,5025.4,886,2701,2356,15728,3230,6749
1953-12-01,5010.1,879,2713,2357,15581,3223,6743
1954-01-01,5010.5,872,2651,2354,15440,3212,6760
1954-02-01,5006.7,864,2709,2358,15307,3207,6783
1954-03-01,4973.1,848,2703,2360,15197,3198,6796
1954-04-01,5022.0,836,2701,2366,15065,3202,6806
1954-05-01,4993.1,822,2680,2372,14974,3201,6829
1954-06-01,4984.5,821,2669,2380,14910,3203,6846
1954-07-01,4993.4,817,2664,2393,14799,3208,6868
1954-08-01,4993.5,813,2666,2397,14772,3211,6892
1954-09-01,4990.8,795,2661,2411,14805,3221,6894
1954-10-01,4991.7,803,2677,2404,14841,3219,6900
1954-11-01,5002.2,805,2720,2409,14913,3228,6964
1954-12-01,5027.2,805,2736,2417,14967,3238,6957
1955-01-01,5040.2,806,2769,2428,15034,3250,6953
1955-02-01,5049.7,809,2779,2435,15138,3262,6923
1955-03-01,5082.2,817,2835,2444,15258,3277,6938
1955-04-01,5099.3,821,2871,2458,15375,3293,6959
1955-05-01,5123.4,827,2903,2467,15493,3310,6991
1955-06-01,5150.5,830,2916,2478,15585,3328,7020
1955-07-01,5176.5,830,2932,2496,15614,3347,7049
1955-08-01,5193.2,831,2922,2509,15679,3361,7023
1955-09-01,5226.2,838,2921,2525,15668,3375,7067
1955-10-01,5228.3,841,2901,2541,15740,3393,7118
1955-11-01,5250.5,843,2898,2554,15813,3409,7083
1955-12-01,5289.2,846,2903,2563,15859,3420,7132
1956-01-01,5302.3,850,2933,2572,15882,3432,7167
1956-02-01,5316.7,856,2986,2583,15889,3442,7212
1956-03-01,5375.7,863,2999,2591,15829,3451,7252
1956-04-01,5279.6,869,3033,2592,15909,3455,7276
1956-05-01,5324.2,859,3073,2591,15893,3455,7367
1956-06-01,5326.2,868,3202,2592,15835,3455,7367
1956-07-01,5304.3,805,3117,2578,15468,3423,7405
1956-08-01,5305.4,869,3160,2579,15893,3445,7451
1956-09-01,5293.5,868,3129,2595,15863,3454,7481
1956-10-01,5316.8,868,3113,2607,15937,3469,7519
1956-11-01,5321.2,865,3105,2617,15916,3476,7553
1956-12-01,5321.9,863,3106,2625,15957,3484,7584
1957-01-01,5306.2,867,2996,2639,15970,3496,7620
1957-02-01,5322.9,870,3065,2652,15998,3509,7646
1957-03-01,5327.9,869,3073,2656,15994,3514,7672
1957-04-01,5337.2,869,3048,2662,15970,3520,7701
1957-05-01,5331.2,868,3035,2675,15931,3527,7713
1957-06-01,5331.6,869,3035,2680,15873,3527,7702
1957-07-01,5345.4,870,3011,2686,15854,3530,7754
1957-08-01,5344.2,875,2986,2685,15867,3533,7757
1957-09-01,5346.9,864,2971,2696,15710,3533,7749
1957-10-01,5326.7,857,2965,2695,15599,3526,7768
1957-11-01,5325.6,849,2945,2696,15466,3516,7769
1957-12-01,5299.9,844,2935,2690,15332,3502,7846
1958-01-01,5304.2,847,2925,2681,15130,3484,7821
1958-02-01,5270.4,829,2792,2676,14908,3465,7832
1958-03-01,5261.4,812,2853,2676,14670,3452,7848
1958-04-01,5203.6,791,2823,2676,14506,3441,7868
1958-05-01,5234.5,779,2815,2678,14414,3438,7894
1958-06-01,5236.0,780,2796,2681,14408,3439,7926
1958-07-01,5243.2,781,2807,2689,14450,3445,7972
1958-08-01,5255.8,790,2833,2698,14524,3457,8012
1958-09-01,5280.2,799,2874,2708,14658,3471,8016
1958-10-01,5291.2,798,2917,2720,14503,3479,8031
1958-11-01,5306.0,801,2982,2724,14827,3495,8028
1958-12-01,5329.7,805,2910,2741,14877,3508,8100
1959-01-01,5350.3,805,2993,2765,14998,3540,8105
1959-02-01,5381.3,795,2980,2778,15115,3556,8116
1959-03-01,5431.6,797,3013,2789,15259,3573,8132
1959-04-01,5395.4,799,3085,2804,15385,3594,8142
1959-05-01,5456.3,804,3087,2814,15487,3611,8153
1959-06-01,5467.8,808,3100,2822,15554,3620,8143
1959-07-01,5471.4,819,3087,2824,15623,3623,8173
1959-08-01,5489.0,762,3085,2827,15202,3609,8181
1959-09-01,5484.4,747,3051,2842,15254,3622,8239
1959-10-01,5494.3,751,3016,2854,15158,3626,8265
1959-11-01,5503.7,783,3025,2865,15300,3642,8284
1959-12-01,5527.9,794,3058,2880,15573,3668,8368
1960-01-01,5554.1,783,3021,2893,15687,3685,8307
1960-02-01,5578.0,787,3053,2907,15765,3701,8326
1960-03-01,5573.0,785,2881,2907,15707,3695,8525
1960-04-01,5671.2,788,3004,2919,15654,3712,8534
1960-05-01,5596.8,778,3021,2928,15575,3713,8432
1960-06-01,5594.8,775,2999,2938,15466,3715,8432
1960-07-01,5597.3,755,3002,2947,15413,3718,8442
1960-08-01,5592.3,772,2973,2949,15360,3718,8472
1960-09-01,5591.1,768,2959,2948,15330,3717,8494
1960-10-01,5596.8,765,2956,2960,15231,3720,8502
1960-11-01,5575.0,751,2936,2968,15112,3717,8516
1960-12-01,5564.1,739,2862,2972,14947,3710,8597
1961-01-01,5565.5,736,2909,2980,14863,3714,8564
1961-02-01,5535.4,729,2888,2985,14801,3712,8587
1961-03-01,5577.6,726,2910,2995,14802,3720,8611
1961-04-01,5515.0,724,2883,2999,14825,3723,8629
1961-05-01,5535.2,725,2866,3003,14932,3732,8664
1961-06-01,5551.4,730,2907,3016,14981,3746,8688
1961-07-01,5564.1,728,2883,3029,15029,3760,8724
1961-08-01,5565.1,730,2902,3043,15093,3775,8764
1961-09-01,5563.2,732,2918,3059,15080,3790,8796
1961-10-01,5572.4,727,2935,3069,15143,3799,8805
1961-11-01,5596.3,727,2941,3082,15259,3814,8812
1961-12-01,5603.7,721,2951,3097,15309,3828,8836
1962-01-01,5604.1,722,2892,3108,15322,3838,8851
1962-02-01,5627.9,723,2975,3121,15411,3854,8878
1962-03-01,5643.6,717,2941,3132,15451,3864,8901
1962-04-01,5683.3,716,3018,3146,15524,3880,8922
1962-05-01,5667.1,715,3025,3161,15513,3893,8958
1962-06-01,5671.4,708,2960,3173,15518,3902,9000
1962-07-01,5676.1,701,3025,3183,15522,3908,9026
1962-08-01,5684.4,707,3027,3194,15517,3918,9063
1962-09-01,5699.9,704,3033,3202,15568,3931,9089
1962-10-01,5701.5,701,3031,3209,15569,3939,9114
1962-11-01,5713.6,695,3035,3215,15530,3937,9145
1962-12-01,5715.7,691,3008,3223,15520,3944,9126
1963-01-01,5725.6,691,3021,3228,15545,3943,9204
1963-02-01,5733.6,689,2997,3234,15542,3956,9231
1963-03-01,5752.7,690,2979,3249,15564,3968,9245
