avg_weeks_unemployed,cont_claims_insur_unemploy,full_employ_level,part_employ_level,not_in_labor_force,gov_unemp_insur,labor_particip_women,labor_particip_men,labor_particip_total,real_estate_loans,consumer_loans,commerc_indust_loans,m1_real,unemp_less_five_weeks,unemp_5_to_14_wks,unemp_15_to_26_wks,unemp_over_27_wks,personal_consum_exp,personal_save_rate,emp_pop_ratio,unemploy_rate,insured_unemploy_rate,corp_profit_aftertax_without,corp_profit_aftertax_with,corp_profit_beforetax_without,fed_debt_precent_gdp,m1_velocity
10.6,2138750.0,78588.0,2747,.,6.0,43.3,78.9,60.0,72.8177,66.5403,111.9877,547.0,2144.0,1637.0,645.0,453.0,682.0,13.5,56.4,6.0,4.0250000000000000,,,,,
10.9,2145250.0,78987.0,2806,.,6.2,43.2,79.3,60.1,73.5507,67.2618,112.1496,548.6,2206.0,1575.0,695.0,454.0,688.8,13.2,56.6,5.9,4.0500000000000000,62.42,63.423,97.736,34.36089,5.212
11.2,2170600.0,79139.0,2720,.,6.3,43.2,79.3,60.2,74.296,67.9418,113.0615,550.9,2229.0,1566.0,665.0,508.0,691.1,13.6,56.6,5.9,4.1000000000000000,,,,,
11.6,2186750.0,78757.0,2431,.,6.4,42.8,78.8,59.8,75.0391,68.5616,114.1265,551.9,2180.0,1606.0,626.0,541.0,699.8,14.7,56.2,5.9,4.1000000000000000,,,,,
11.5,2122400.0,79305.0,2701,.,6.2,43.1,79.3,60.1,76.2853,69.2465,114.3772,553.9,2210.0,1549.0,684.0,567.0,698.9,13.8,56.5,6.0,4.0200000000000000,66.544,66.884,101.096,35.00694,5.219
11.5,2187500.0,79539.0,2676,.,6.3,43.3,79.3,60.2,77.0427,69.9052,115.6802,554.3,2337.0,1568.0,711.0,550.0,704.9,13.6,56.6,6.1,4.1250000000000000,,,,,
11.9,2239250.0,79689.0,2636,.,6.5,43.4,79.0,60.1,77.9896,70.7952,116.6745,555.1,2301.0,1568.0,676.0,563.0,713.0,13.3,56.6,6.0,4.2500000000000000,,,,,
12.6,2204600.0,79918.0,2726,.,6.4,43.5,78.9,60.1,78.9773,71.5708,117.268,555.5,2222.0,1546.0,677.0,591.0,715.8,13.3,56.6,5.8,4.2000000000000000,68.735,70.81,103.715,35.63237,5.226
12.0,2145750.0,80297.0,2819,.,6.4,43.8,79.1,60.4,79.8791,72.4942,117.8104,555.6,2304.0,1629.0,696.0,581.0,720.9,13.1,56.8,6.0,4.1000000000000000,,,,,
11.5,2087000.0,80471.0,2606,.,6.3,43.8,79.1,60.4,79.9843,73.1669,117.7961,555.5,2320.0,1518.0,700.0,583.0,728.4,13.0,56.8,6.0,3.9750000000000000,,,,,
12.1,1923200.0,80959.0,2669,.,5.7,43.8,78.8,60.2,81.2625,73.9491,118.1645,558.5,2324.0,1489.0,664.0,593.0,731.5,12.5,56.7,5.8,3.6600000000000000,72.785,74.377,109.925,34.72622,5.299
12.4,1926500.0,81108.0,2585,.,6.7,43.6,78.8,60.2,83.0947,74.9702,118.8982,561.1,2111.0,1470.0,641.0,651.0,736.2,12.8,56.7,5.7,3.6500000000000000,,,,,
12.3,1898750.0,81573.0,2637,.,7.3,43.9,79.1,60.5,84.4289,76.1145,119.691,565.9,2303.0,1418.0,600.0,632.0,749.2,11.8,56.9,5.8,3.6000000000000000,,,,,
12.4,1887800.0,81655.0,2728,.,7.2,43.9,78.9,60.4,85.836,77.0567,121.2319,567.7,2229.0,1500.0,530.0,673.0,752.5,11.5,56.9,5.7,3.5600000000000000,73.825,75.95,111.285,33.67383,5.365
12.3,1875250.0,81887.0,2565,.,6.9,43.9,78.9,60.4,87.1949,78.11,122.692,567.1,2192.0,1534.0,588.0,580.0,758.0,11.7,57.0,5.7,3.5500000000000000,,,,,
12.4,1863250.0,82083.0,2805,.,6.5,43.9,79.0,60.4,88.2498,78.9548,123.7672,567.4,2279.0,1489.0,591.0,550.0,761.6,11.7,57.0,5.7,3.5000000000000000,,,,,
11.8,1949800.0,82230.0,2799,.,6.3,43.9,78.9,60.4,89.7955,80.1192,124.6817,571.3,2248.0,1515.0,635.0,519.0,769.9,11.7,57.0,5.6,3.6600000000000000,77.004,79.403,115.772,33.62447,5.356
11.8,1813250.0,82578.0,2831,.,5.8,44.0,79.1,60.6,91.426,81.4022,126.0083,574.9,2285.0,1541.0,619.0,537.0,776.3,12.0,57.1,5.6,3.4250000000000000,,,,,
12.1,1798600.0,82543.0,2678,.,5.2,43.9,78.9,60.4,92.8494,82.4469,126.9574,577.7,2353.0,1390.0,583.0,548.0,781.1,12.2,57.0,5.5,3.4000000000000000,,,,,
11.7,1753500.0,82616.0,2562,.,5.1,43.9,78.8,60.3,94.2773,83.5159,129.0908,580.6,2351.0,1472.0,601.0,522.0,794.9,13.0,57.0,5.6,3.2250000000000000,83.484,82.677,126.556,33.74758,5.383
11.4,1732000.0,82990.0,2407,.,5.0,43.9,78.8,60.3,95.8342,84.6459,131.5901,581.1,2191.0,1386.0,570.0,470.0,800.5,13.6,57.2,5.3,3.2000000000000000,,,,,
11.4,1694600.0,83400.0,2366,.,4.9,44.0,79.0,60.5,96.8695,85.2601,133.1093,586.4,2003.0,1460.0,551.0,455.0,806.1,13.7,57.3,5.2,3.1200000000000000,,,,,
11.0,1621250.0,83161.0,2170,.,4.7,43.7,78.4,60.0,98.7011,86.4774,135.4135,589.0,2035.0,1344.0,537.0,410.0,816.5,12.4,57.1,4.9,2.8750000000000000,95.547,87.48,141.563,33.29287,5.471
10.5,1588500.0,83912.0,2393,.,4.5,44.3,78.8,60.5,100.4561,88.2587,140.7983,586.5,2259.0,1263.0,522.0,372.0,825.8,12.5,57.5,5.0,2.8000000000000000,,,,,
10.6,1570000.0,84452.0,2369,.,4.5,44.4,79.1,60.8,102.4606,89.8555,144.9576,580.0,2136.0,1340.0,501.0,388.0,832.8,12.7,57.8,4.9,2.7800000000000000,,,,,
10.0,1553750.0,84559.0,2338,.,4.4,44.6,78.9,60.8,104.3032,91.1278,147.5343,578.3,2260.0,1474.0,469.0,340.0,835.7,13.2,57.7,5.0,2.6250000000000000,99.033,85.213,145.069,32.34466,5.55
10.1,1559250.0,84648.0,2392,.,4.5,44.6,78.6,60.6,105.8163,92.1588,149.9659,580.6,2223.0,1320.0,467.0,349.0,841.6,13.2,57.7,4.9,2.6750000000000000,,,,,
9.6,1567200.0,85185.0,2744,.,4.4,45.0,78.8,60.9,107.5113,93.2486,152.8292,580.8,2322.0,1248.0,454.0,325.0,844.3,13.6,58.0,4.9,2.7000000000000000,,,,,
9.6,1601750.0,85299.0,2703,.,4.4,44.8,78.9,60.9,109.2387,94.3252,155.3291,582.6,2271.0,1314.0,474.0,282.0,854.1,13.2,57.9,4.8,2.6000000000000000,101.161,89.045,145.145,32.12455,5.564
9.8,1664750.0,85204.0,2609,.,4.5,44.8,78.6,60.7,110.9024,95.2833,158.0681,572.7,2290.0,1260.0,454.0,334.0,853.3,13.9,57.8,4.8,2.7500000000000000,,,,,
9.4,1670200.0,85488.0,2644,.,4.6,45.0,78.6,60.8,112.4848,96.0072,158.5066,570.6,2211.0,1346.0,490.0,295.0,869.2,13.1,57.9,4.8,2.7400000000000000,,,,,
10.2,1664250.0,85987.0,2655,.,4.8,45.0,78.8,60.9,113.9684,96.7889,159.1694,568.0,2063.0,1321.0,457.0,336.0,868.2,14.4,58.1,4.6,2.7000000000000000,106.253,89.292,152.745,31.77379,5.657
9.9,1706000.0,86320.0,2687,.,4.8,45.3,79.0,61.2,115.5313,97.7758,159.9353,568.6,2288.0,1256.0,482.0,350.0,876.9,14.4,58.2,4.8,2.7750000000000000,,,,,
9.5,1765800.0,86401.0,2846,.,4.7,45.3,79.1,61.2,117.002,98.3507,161.2113,567.8,2332.0,1310.0,439.0,328.0,876.6,14.8,58.2,4.9,2.8600000000000000,,,,,
9.5,1957000.0,86555.0,2748,.,5.5,45.1,79.5,61.3,117.9292,99.0661,163.0226,563.7,2400.0,1404.0,467.0,332.0,884.5,14.3,58.2,5.1,3.1250000000000000,112.656,85.693,157.26,31.76449,5.622
9.6,2012250.0,86754.0,2963,.,5.9,45.4,79.3,61.4,119.4011,99.6755,164.772,560.9,2432.0,1426.0,495.0,334.0,889.7,14.2,58.2,5.2,3.2000000000000000,,,,,
9.7,2055600.0,86819.0,2720,.,6.2,45.5,79.0,61.3,120.9877,100.3,168.8168,557.9,2413.0,1403.0,519.0,330.0,901.4,13.4,58.2,5.1,3.2800000000000000,,,,,
9.8,2066000.0,86669.0,2629,.,6.6,45.4,78.6,61.1,122.7659,100.8969,174.9909,555.5,2337.0,1456.0,535.0,354.0,910.8,13.1,58.0,5.1,3.2250000000000000,115.543,82.261,162.207,30.99462,5.714
9.6,2051750.0,86891.0,2872,.,6.8,45.5,78.7,61.2,124.1513,101.3631,177.6309,550.6,2457.0,1409.0,524.0,356.0,922.4,12.8,58.0,5.1,3.2000000000000000,,,,,
9.7,2076200.0,86941.0,2784,.,6.7,45.7,78.7,61.2,125.292,101.805,180.1082,548.0,2497.0,1517.0,559.0,367.0,928.0,12.8,58.0,5.4,3.2400000000000000,,,,,
9.9,2122750.0,87149.0,2821,.,6.8,46.1,78.4,61.4,126.5844,102.0747,183.9873,546.2,2526.0,1602.0,537.0,387.0,937.9,12.8,58.0,5.5,3.2750000000000000,121.06,72.772,172.572,30.86269,5.775
9.8,2173800.0,87037.0,2993,.,7.0,45.7,78.4,61.2,127.3706,102.2474,186.3819,541.3,2609.0,1483.0,572.0,388.0,954.8,12.1,57.8,5.5,3.3800000000000000,,,,,
9.6,2279500.0,87051.0,3184,.,7.0,46.0,78.6,61.4,127.9814,102.4773,187.9941,535.6,2723.0,1680.0,630.0,391.0,955.1,12.9,57.7,5.9,3.5250000000000000,,,,,
9.9,2448750.0,86995.0,3188,.,7.8,45.8,78.6,61.3,128.6274,102.4838,189.2302,533.9,2723.0,1770.0,674.0,398.0,959.2,13.4,57.6,6.0,3.7750000000000000,107.908,73.153,154.068,30.79768,5.851
9.6,2803600.0,86626.0,3484,.,8.5,45.9,78.6,61.3,129.2202,102.3167,190.4047,531.5,3052.0,1918.0,698.0,430.0,956.2,13.8,57.3,6.6,4.2800000000000000,,,,,
10.1,3291250.0,86144.0,3583,.,9.6,45.9,78.4,61.2,129.7876,102.1348,191.2761,528.3,3125.0,2151.0,788.0,538.0,961.8,14.0,56.9,7.2,5.0500000000000000,,,,,
10.7,3619250.0,85627.0,4133,58627,12.0,46.3,78.3,61.4,130.0257,101.8961,191.5869,523.7,3293.0,2646.0,930.0,625.0,975.6,13.2,56.4,8.1,5.5000000000000000,94.707,79.438,133.019,31.53604,5.875
11.7,3856500.0,85256.0,3994,59214,14.0,45.9,78.0,61.0,130.6318,102.0968,190.3805,522.8,2947.0,2616.0,1124.0,717.0,989.4,12.5,56.1,8.1,5.8750000000000000,,,,,
11.8,4175200.0,85187.0,4087,59052,16.5,46.2,78.0,61.2,131.1786,101.8983,188.1191,523.5,3193.0,2630.0,1305.0,769.0,990.6,12.7,56.0,8.6,6.3400000000000000,,,,,
12.9,4473500.0,85189.0,4179,59044,18.8,46.3,78.1,61.3,131.6391,101.4266,187.4109,521.1,2915.0,2719.0,1478.0,964.0,995.0,14.2,55.9,8.8,6.7500000000000000,99.406,87.52,140.826,32.27817,5.915
13.4,4578200.0,85451.0,3972,58820,19.6,46.4,78.3,61.5,131.7233,101.1605,186.074,525.8,3051.0,2692.0,1554.0,1089.0,1018.9,17.3,56.0,9.0,6.8800000000000000,,,,,
15.3,4377250.0,85355.0,3774,59400,19.8,46.3,77.8,61.2,131.8532,101.102,184.638,527.9,2872.0,2526.0,1538.0,1305.0,1026.8,14.3,55.8,8.8,6.6000000000000000,,,,,
15.0,4144750.0,85894.0,3669,59288,21.2,46.4,78.1,61.3,131.83,101.2303,183.651,525.4,2882.0,2268.0,1542.0,1401.0,1039.8,12.6,56.0,8.6,6.2250000000000000,115.831,97.739,167.855,32.38043,6.01
15.6,3954200.0,86234.0,3650,59418,20.1,46.5,77.9,61.3,131.9313,101.6154,182.9282,524.2,2808.0,2371.0,1390.0,1472.0,1047.0,13.0,56.1,8.4,5.9200000000000000,,,,,
16.1,3895000.0,86279.0,3566,59646,19.3,46.4,77.8,61.2,132.1325,102.182,182.822,523.3,2878.0,2357.0,1308.0,1598.0,1054.8,13.0,56.1,8.4,5.8500000000000000,,,,,
15.4,3731250.0,86370.0,3600,59815,19.2,46.5,77.6,61.2,132.863,102.8868,182.7142,519.9,2962.0,2392.0,1241.0,1448.0,1060.9,13.4,56.1,8.4,5.6000000000000000,124.091,105.682,177.391,32.7301,6.151
16.6,3494400.0,86456.0,3554,60088,18.7,46.4,77.5,61.1,133.3819,103.5724,182.6189,518.6,2718.0,2345.0,1144.0,1645.0,1075.8,12.7,56.0,8.3,5.2400000000000000,,,,,
16.5,3198250.0,86665.0,3544,60180,18.7,46.6,77.2,61.1,134.0939,104.3327,183.3586,516.4,2762.0,2191.0,1282.0,1586.0,1092.1,12.0,56.1,8.2,4.8000000000000000,,,,,
16.6,3035200.0,87400.0,3776,59919,18.3,46.9,77.4,61.3,135.0484,105.3067,182.6481,516.8,2749.0,2154.0,1132.0,1581.0,1107.1,11.7,56.4,7.9,4.6200000000000000,132.702,114.267,193.546,32.98513,6.264
16.3,2865750.0,87672.0,3536,60068,17.2,46.9,77.3,61.3,136.2984,105.7993,182.0444,520.2,2799.0,1980.0,986.0,1533.0,1107.7,12.3,56.5,7.7,4.3500000000000000,,,,,
16.5,2843000.0,87985.0,3507,60091,17.5,47.0,77.3,61.3,137.9788,106.6009,179.4877,522.7,2628.0,1995.0,981.0,1460.0,1114.9,12.2,56.7,7.6,4.3000000000000000,,,,,
15.9,2872250.0,88416.0,3515,59783,16.7,47.1,77.7,61.6,139.8826,107.5967,177.4755,525.3,2938.0,2011.0,801.0,1409.0,1125.4,11.7,56.8,7.7,4.3750000000000000,136.551,113.771,195.931,33.49464,6.266
15.0,2941000.0,88794.0,3572,59918,16.0,47.2,77.6,61.5,140.9549,108.4721,178.4326,524.6,2795.0,2049.0,896.0,1219.0,1122.7,12.3,57.0,7.4,4.4800000000000000,,,,,
16.9,2989500.0,88563.0,3462,60142,16.1,47.3,77.3,61.5,141.6213,109.554,179.102,522.4,2787.0,2281.0,979.0,1353.0,1140.5,11.4,56.8,7.6,4.5500000000000000,,,,,
15.7,2995800.0,89093.0,3497,59693,16.3,47.6,77.6,61.8,142.5971,110.487,179.1423,521.4,2965.0,2181.0,1066.0,1250.0,1149.6,11.7,57.0,7.8,4.5800000000000000,138.84,115.767,197.82,33.64333,6.318
15.6,3015250.0,89223.0,3542,59784,16.2,47.6,77.6,61.8,143.755,111.5089,179.7949,521.8,2893.0,2323.0,1098.0,1280.0,1158.0,11.7,57.0,7.8,4.6250000000000000,,,,,
15.2,3070000.0,89173.0,3670,60226,15.8,47.3,77.5,61.6,144.7779,112.5009,181.1732,520.1,2910.0,2329.0,1092.0,1204.0,1168.8,11.4,56.9,7.6,4.6750000000000000,,,,,
15.2,3093000.0,89274.0,3781,60289,15.2,47.3,77.5,61.6,146.071,113.6538,182.4383,521.6,2945.0,2285.0,1061.0,1231.0,1176.8,11.1,56.9,7.7,4.7000000000000000,139.091,115.875,197.559,33.78753,6.364
15.3,3055750.0,89634.0,3768,59981,15.5,47.7,77.7,61.9,147.2806,114.8258,183.9005,522.5,2826.0,2449.0,1076.0,1278.0,1189.0,11.4,57.0,7.8,4.6500000000000000,,,,,
15.1,2923500.0,89803.0,3728,60090,15.8,47.7,77.6,61.8,148.5136,115.8047,185.2478,524.3,2921.0,2304.0,1041.0,1334.0,1211.5,10.6,57.0,7.8,4.4250000000000000,,,,,
15.2,2827200.0,89928.0,3580,60480,15.4,47.6,77.3,61.6,149.6394,117.446,185.7874,525.2,2894.0,2206.0,989.0,1211.0,1215.0,10.6,57.0,7.5,4.2400000000000000,149.831,121.202,212.751,33.65136,6.389
14.7,2849000.0,90342.0,3883,60128,15.1,47.9,77.6,61.9,151.6731,119.0561,187.4113,525.3,3015.0,2240.0,969.0,1205.0,1231.3,9.3,57.2,7.6,4.2750000000000000,,,,,
14.5,2702750.0,90808.0,3596,60016,16.0,48.2,77.5,62.0,153.6788,120.785,189.1547,526.7,2993.0,2213.0,894.0,1163.0,1238.3,10.5,57.4,7.4,4.0500000000000000,,,,,
14.4,2671200.0,91271.0,3407,60041,13.8,48.3,77.5,62.1,156.0952,122.6189,190.2948,526.7,3015.0,1994.0,816.0,1120.0,1247.3,10.5,57.6,7.2,3.9600000000000000,158.751,136.491,227.171,32.80422,6.479
14.9,2631250.0,91754.0,3555,59992,13.3,48.4,77.6,62.2,158.592,124.7425,191.7797,526.9,2754.0,2170.0,859.0,1069.0,1257.1,10.3,57.8,7.0,3.9000000000000000,,,,,
14.4,2619250.0,91959.0,3648,59836,12.8,48.5,77.8,62.4,160.6562,126.6021,193.5548,526.9,3138.0,2078.0,892.0,1026.0,1263.6,10.6,57.9,7.2,3.8750000000000000,,,,,
14.3,2583000.0,92084.0,3726,60272,12.0,48.3,77.6,62.1,162.9974,128.4482,195.1835,526.6,2859.0,2060.0,934.0,973.0,1280.5,10.5,57.8,6.9,3.8000000000000000,165.143,148.802,235.983,32.98791,6.572
13.9,2610500.0,92441.0,3568,60064,12.2,48.6,77.7,62.3,165.634,130.3103,197.4881,527.5,2896.0,2207.0,938.0,898.0,1285.7,10.9,58.0,7.0,3.8250000000000000,,,,,
14.0,2589500.0,92702.0,3610,60221,11.5,48.8,77.3,62.3,167.5557,132.1193,198.9991,529.4,2883.0,2125.0,914.0,939.0,1294.5,11.1,58.1,6.8,3.8000000000000000,,,,,
13.7,2576200.0,93052.0,3577,60100,12.0,48.6,77.8,62.4,170.2452,134.0856,201.2545,529.9,2883.0,2127.0,876.0,913.0,1311.4,11.0,58.2,6.8,3.7800000000000000,166.231,142.623,238.067,33.21873,6.586
13.6,2568500.0,93761.0,3577,59553,11.9,49.1,78.0,62.8,172.8184,135.8857,202.9397,530.0,2924.0,2080.0,908.0,896.0,1327.0,11.2,58.6,6.8,3.7500000000000000,,,,,
13.6,2507000.0,94105.0,3501,59886,11.6,48.9,78.0,62.7,175.0673,138.0303,204.6774,531.1,2729.0,1941.0,859.0,858.0,1336.0,11.4,58.7,6.4,3.6600000000000000,,,,,
12.9,2493500.0,94384.0,3333,59744,11.1,49.2,77.9,62.8,177.7143,140.1161,207.2931,533.3,2824.0,1989.0,830.0,813.0,1329.5,11.9,58.8,6.4,3.5750000000000000,171.939,143.746,238.131,33.5012,6.564
12.5,2555500.0,94519.0,3495,59994,10.8,49.2,77.8,62.7,180.32,141.9138,210.259,532.2,2764.0,1942.0,917.0,667.0,1355.1,11.1,58.8,6.3,3.7000000000000000,,,,,
12.4,2499750.0,94755.0,3524,59946,10.4,49.4,77.7,62.8,183.0011,143.9343,213.6058,531.5,2871.0,1966.0,817.0,714.0,1377.5,11.0,58.8,6.3,3.6250000000000000,,,,,
12.3,2349600.0,95394.0,3588,59689,9.8,49.7,77.8,63.0,185.8235,146.4146,216.9979,531.9,2750.0,1888.0,822.0,680.0,1396.4,10.8,59.2,6.1,3.3400000000000000,190.742,159.716,270.75,32.12444,6.78
12.1,2231500.0,95769.0,3533,59622,9.4,49.9,77.8,63.1,188.9707,149.0085,220.4005,534.7,2870.0,1827.0,728.0,692.0,1412.0,10.3,59.3,6.0,3.2000000000000000,,,,,
12.1,2221750.0,96343.0,3669,59424,9.0,50.1,78.0,63.3,192.106,151.8328,223.4759,533.7,2788.0,1946.0,712.0,640.0,1425.8,10.0,59.5,5.9,3.1750000000000000,,,,,
12.0,2313200.0,96090.0,3563,59635,9.1,50.1,77.8,63.2,195.0134,154.7939,226.2258,530.7,3069.0,1867.0,715.0,658.0,1426.8,10.9,59.3,6.2,3.2800000000000000,197.659,165.997,277.887,32.21407,6.847
11.4,2398000.0,96431.0,3603,59748,9.4,50.0,77.8,63.2,198.3252,158.0594,228.3623,530.5,2858.0,1967.0,630.0,612.0,1447.0,10.5,59.4,5.9,3.3750000000000000,,,,,
11.4,2269800.0,96670.0,3566,59707,8.7,50.4,77.6,63.3,201.099,159.5009,230.5011,529.6,2941.0,1884.0,684.0,624.0,1452.9,10.6,59.5,6.0,3.2000000000000000,,,,,
11.7,2230500.0,97133.0,3510,59703,8.6,50.4,77.8,63.3,204.5151,162.4463,232.9249,526.5,2786.0,1833.0,723.0,596.0,1466.9,10.7,59.7,5.8,3.0250000000000000,209.891,173.409,294.871,31.86206,6.971
11.1,2223750.0,97485.0,3428,59455,8.3,50.5,78.0,63.5,207.5855,163.6561,235.8062,526.5,2903.0,1881.0,709.0,533.0,1480.6,10.5,59.8,5.9,3.0250000000000000,,,,,
10.6,2286600.0,97581.0,3309,59463,8.6,50.6,78.0,63.6,210.462,164.4319,237.2394,526.2,2978.0,2004.0,759.0,510.0,1496.5,10.4,59.8,6.0,3.1000000000000000,,,,,
11.1,2382500.0,97948.0,3451,59459,9.3,50.5,78.2,63.6,211.9456,164.5578,239.757,523.5,2791.0,2003.0,717.0,533.0,1502.4,11.1,59.9,5.9,3.1000000000000000,212.498,167.768,294.422,31.53601,7.012
11.2,2414250.0,98329.0,3486,59224,9.4,50.8,78.3,63.8,213.6288,166.5728,243.8766,520.1,2899.0,1964.0,745.0,552.0,1517.8,11.1,60.1,5.9,3.1250000000000000,,,,,
11.7,2385800.0,98480.0,3494,59438,9.5,51.0,78.0,63.8,215.6358,168.8796,247.8933,518.6,2843.0,1935.0,773.0,592.0,1531.2,11.2,60.0,5.8,3.1000000000000000,,,,,
11.0,2398500.0,98103.0,3535,59990,9.5,50.6,77.8,63.5,218.0995,171.6716,253.7609,521.2,2938.0,1908.0,723.0,549.0,1538.4,11.0,59.8,5.8,3.0000000000000000,220.901,170.03,303.013,31.06277,6.997
11.1,2259250.0,98331.0,3532,60288,9.4,50.6,77.6,63.3,220.5903,174.5899,258.7349,517.6,2773.0,1897.0,719.0,520.0,1558.8,10.3,59.8,5.6,2.8250000000000000,,,,,
10.4,2251600.0,98679.0,3701,60082,8.8,50.7,77.8,63.5,223.9688,177.119,263.4815,517.2,2947.0,1816.0,650.0,521.0,1575.7,9.9,59.9,5.7,2.8200000000000000,,,,,
10.3,2358500.0,99006.0,3556,59968,9.3,50.9,77.9,63.6,228.0921,178.9457,267.8631,516.7,2890.0,1982.0,653.0,470.0,1586.1,10.6,60.0,5.7,2.8250000000000000,225.792,169.036,306.828,30.98402,7.049
10.6,2458250.0,98776.0,3627,60102,9.8,51.0,77.7,63.6,230.9436,180.6784,270.6452,514.0,3296.0,1820.0,669.0,534.0,1615.6,9.7,59.8,6.0,2.9750000000000000,,,,,
10.5,2428200.0,99340.0,3495,59901,9.9,51.1,77.9,63.8,233.9281,182.1091,274.3761,509.8,2946.0,2054.0,640.0,532.0,1633.9,9.4,60.0,5.9,2.9000000000000000,,,,,
10.5,2490000.0,99404.0,3530,60113,10.1,51.3,77.6,63.7,236.8872,183.0422,276.1506,506.4,3039.0,2011.0,689.0,530.0,1641.6,9.7,59.9,6.0,2.9500000000000000,222.428,166.137,300.304,31.02615,7.147
10.6,2602500.0,99574.0,3692,60239,10.5,51.3,77.5,63.7,239.268,183.7381,277.2382,501.1,3030.0,1883.0,688.0,551.0,1657.3,9.7,60.0,5.9,3.0500000000000000,,,,,
10.8,2698800.0,99933.0,3787,60042,11.1,51.5,77.6,63.9,241.6747,183.7811,279.7257,496.5,3013.0,2033.0,733.0,544.0,1666.3,10.1,60.1,6.0,3.2000000000000000,,,,,
10.4,2781750.0,99879.0,3736,59982,11.8,51.6,77.8,64.0,244.1149,184.5328,281.8501,494.6,3215.0,2063.0,805.0,548.0,1697.3,9.9,60.0,6.3,3.2750000000000000,223.244,152.078,308.632,30.94982,7.188
10.6,2868500.0,99995.0,3765,60062,11.8,51.5,77.9,64.0,247.048,186.1825,285.6731,493.8,3134.0,2200.0,850.0,508.0,1701.4,10.1,60.0,6.3,3.4000000000000000,,,,,
11.0,2881200.0,99713.0,3730,60542,12.3,51.3,77.6,63.7,248.9923,186.4768,289.3844,484.9,3097.0,2272.0,835.0,622.0,1708.2,10.2,59.7,6.3,3.3800000000000000,,,,,
11.4,3126500.0,99233.0,4163,60606,14.2,51.4,77.5,63.8,250.6829,184.4534,290.6018,474.4,3374.0,2388.0,1003.0,691.0,1695.2,11.3,59.4,6.9,3.6250000000000000,194.714,142.114,259.646,31.37303,7.249
10.9,3544800.0,98945.0,4700,60478,15.7,51.5,77.7,63.9,251.3254,181.59,287.8784,471.0,3754.0,2608.0,1021.0,719.0,1700.1,11.4,59.1,7.5,4.1200000000000000,,,,,
11.3,3832500.0,98682.0,4553,60863,17.1,51.3,77.4,63.7,252.0475,179.7834,287.0378,471.6,3409.0,2879.0,987.0,773.0,1718.8,11.2,58.9,7.6,4.4500000000000000,,,,,
11.8,3845500.0,98796.0,4520,60773,19.1,51.5,77.5,63.8,253.6243,179.2444,288.0583,477.0,3458.0,2817.0,1111.0,884.0,1747.1,11.3,58.8,7.8,4.4250000000000000,202.262,142.47,274.406,31.77687,7.153
12.4,3805200.0,98824.0,4619,60998,18.1,51.5,77.3,63.7,255.0428,178.8059,291.4491,479.8,3415.0,2658.0,1232.0,930.0,1763.8,11.3,58.8,7.7,4.4000000000000000,,,,,
12.9,3693500.0,99077.0,4512,61199,19.7,51.4,77.2,63.6,256.2875,178.4358,294.7925,482.5,3150.0,2613.0,1343.0,966.0,1780.5,11.7,58.9,7.5,4.2750000000000000,,,,,
13.1,3556250.0,99317.0,4505,61098,18.8,51.6,77.3,63.7,258.4035,178.5137,299.9573,482.9,3236.0,2544.0,1246.0,1060.0,1817.1,11.3,58.9,7.5,4.1000000000000000,208.875,155.641,288.347,31.157,7.293
13.6,3300600.0,99545.0,4497,61127,17.5,51.6,77.3,63.8,260.6068,178.7189,307.3743,479.8,3146.0,2498.0,1196.0,1133.0,1826.8,11.6,59.0,7.5,3.7800000000000000,,,,,
13.7,3125500.0,99634.0,4449,61531,17.2,51.5,77.0,63.6,262.2834,178.693,312.0383,472.8,3097.0,2234.0,1259.0,1147.0,1851.7,11.4,59.0,7.2,3.6000000000000000,,,,,
14.3,3038200.0,99955.0,4626,61078,17.0,51.9,77.3,63.9,263.7707,178.8278,312.4522,471.7,3318.0,2334.0,1126.0,1263.0,1870.0,10.9,59.1,7.5,3.4800000000000000,213.17,166.212,291.311,30.87284,7.528
14.1,2978000.0,100191.0,4493,61038,16.1,52.0,77.2,63.9,265.1531,179.1355,313.117,471.4,3287.0,2412.0,1099.0,1245.0,1884.2,10.8,59.2,7.4,3.4250000000000000,,,,,
14.0,2899250.0,100571.0,4474,60900,16.2,52.1,77.3,64.1,266.8392,179.7672,314.3933,472.9,3328.0,2428.0,1059.0,1217.0,1902.9,10.8,59.4,7.4,3.3250000000000000,,,,,
13.9,2857000.0,101056.0,4424,60716,15.9,52.3,77.5,64.2,268.6235,179.8026,318.5024,479.7,3185.0,2436.0,1099.0,1132.0,1904.4,10.9,59.6,7.2,3.2750000000000000,201.614,171.767,270.691,30.70875,7.428
13.6,2904000.0,101048.0,4532,60607,15.3,52.4,77.5,64.3,271.2572,180.6257,324.08,473.5,3409.0,2594.0,1072.0,1149.0,1913.8,11.0,59.5,7.5,3.3400000000000000,,,,,
13.7,2903250.0,100298.0,4434,61646,15.3,52.1,76.7,63.7,273.4038,180.9787,328.1726,469.8,3340.0,2403.0,1127.0,1123.0,1934.5,10.8,59.0,7.5,3.3250000000000000,,,,,
13.8,2883000.0,100693.0,4725,61690,15.0,52.1,76.8,63.8,274.7618,181.0389,331.8571,466.6,3307.0,2408.0,1080.0,1086.0,1942.1,12.3,59.1,7.2,3.3000000000000000,206.868,186.194,278.516,30.60333,7.637
