DATE,avg_weeks_unemployed,cont_claims_insur_unemploy,full_employ_level,part_employ_level,not_in_labor_force,gov_unemp_insur,labor_particip_women,labor_particip_men,labor_particip_total,real_estate_loans,consumer_loans,commerc_indust_loans,m1_real,unemp_less_five_weeks,unemp_5_to_14_wks,unemp_15_to_26_wks,unemp_over_27_wks,personal_consum_exp,personal_save_rate,emp_pop_ratio,unemploy_rate,insured_unemploy_rate,corp_profit_aftertax_without,corp_profit_aftertax_with,corp_profit_beforetax_without,fed_debt_precent_gdp,m1_velocity
2004-08,18.8,2891500.0,139573.0,4474.0,76113.0,34.9,59.0,73.4,66.0,2437.3396,683.627,883.0413,715.8,2660.0,2563.0,1206.0,1640.0,8253.1,5.1,62.4,5.4,2.3,,,,,
2004-09,19.4,2862750.0,139487.0,4487.0,76526.0,34.2,59.0,73.2,65.8,2466.4897,686.4476,886.8305,717.9,2758.0,2276.0,1209.0,1702.0,8321.1,4.6,62.3,5.4,2.3,,,,,
2004-10,19.5,2778000.0,139732.0,4820.0,76399.0,33.3,59.0,73.3,65.9,2495.9697,684.3573,889.3048,714.0,2732.0,2303.0,1304.0,1737.0,8374.6,4.5,62.3,5.5,2.2,1010.647,1014.537,1308.967,60.66032,9.135
2004-11,19.7,2734500.0,140231.0,4547.0,76259.0,32.9,59.0,73.5,66.0,2526.2584,680.7308,897.6515,716.8,2638.0,2339.0,1258.0,1702.0,8420.6,4.0,62.5,5.4,2.15,,,,,
2004-12,19.4,2719000.0,140125.0,4427.0,76581.0,32.5,59.1,73.2,65.9,2552.7353,691.4536,906.4346,717.8,2768.0,2268.0,1274.0,1653.0,8481.5,6.8,62.4,5.4,2.15,,,,,
2005-01,19.5,2723800.0,140245.0,4389.0,76808.0,32.7,59.1,73.0,65.8,2576.0481,693.7612,921.4483,713.5,2635.0,2298.0,1203.0,1648.0,8470.2,3.6,62.4,5.3,2.14,1228.657,1066.312,1604.404,60.94141,9.317
2005-02,19.1,2686500.0,140385.0,4250.0,76677.0,31.9,59.1,73.2,65.9,2605.709,690.7449,931.8511,712.6,2749.0,2345.0,1268.0,1628.0,8529.2,3.2,62.4,5.4,2.1,,,,,
2005-03,19.5,2659500.0,140654.0,4388.0,76846.0,31.6,59.0,73.2,65.9,2650.1303,693.1078,945.8355,709.9,2483.0,2328.0,1157.0,1660.0,8569.5,3.4,62.4,5.2,2.1,,,,,
2005-04,19.6,2604400.0,141254.0,4278.0,76514.0,30.9,59.2,73.4,66.1,2681.429,693.5216,958.5624,701.3,2688.0,2289.0,1069.0,1609.0,8645.6,3.0,62.7,5.2,2.04,1252.584,1093.018,1616.546,60.70087,9.436
2005-05,18.6,2586250.0,141609.0,4315.0,76409.0,30.9,59.3,73.5,66.1,2696.0769,691.7583,968.6476,705.6,2754.0,2231.0,1145.0,1538.0,8643.9,3.5,62.8,5.1,2.0,,,,,
2005-06,17.9,2600000.0,141714.0,4432.0,76673.0,30.9,59.2,73.4,66.1,2733.5159,692.8801,975.072,712.5,2659.0,2361.0,1030.0,1375.0,8724.8,2.8,62.7,5.0,2.025,,,,,
2005-07,17.6,2595200.0,142026.0,4400.0,76721.0,30.9,59.2,73.4,66.1,2781.5281,697.5767,989.6478,702.4,2568.0,2368.0,1068.0,1380.0,8829.5,2.2,62.8,5.0,2.02,1296.981,1112.78,1667.23,60.3575,9.558
2005-08,18.4,2580750.0,142434.0,4491.0,76642.0,30.9,59.3,73.5,66.2,2823.9679,705.8432,995.8914,702.6,2570.0,2304.0,1161.0,1407.0,8832.4,2.6,62.9,4.9,2.0,,,,,
2005-09,17.9,2716500.0,142401.0,4675.0,76739.0,32.8,59.4,73.3,66.1,2845.167,711.0947,1000.9504,693.5,2763.0,2294.0,1098.0,1439.0,8885.8,2.6,62.8,5.0,2.125,,,,,
2005-10,17.9,2803400.0,142548.0,4269.0,76958.0,33.5,59.5,73.2,66.1,2870.1461,702.558,1014.4811,691.4,2719.0,2296.0,1070.0,1422.0,8926.6,3.0,62.8,5.0,2.18,1363.54,1163.425,1772.577,61.28277,9.692
2005-11,17.5,2701250.0,142499.0,4219.0,77138.0,32.2,59.3,73.2,66.0,2894.3502,704.6118,1022.638,694.6,2823.0,2282.0,1116.0,1370.0,8938.5,3.5,62.7,5.0,2.1,,,,,
2005-12,17.5,2639400.0,142752.0,4115.0,77394.0,32.0,59.2,73.2,66.0,2925.5772,703.3281,1036.1766,693.7,2588.0,2249.0,1073.0,1356.0,8969.6,3.6,62.8,4.9,2.06,,,,,
2006-01,16.9,2557000.0,143150.0,4123.0,77339.0,30.8,59.1,73.4,66.0,2944.7181,702.1971,1048.8184,692.2,2527.0,2194.0,1100.0,1170.0,9059.8,4.2,62.9,4.7,2.0,1387.911,1208.233,1809.292,61.53482,9.855
2006-02,17.8,2507250.0,143457.0,4174.0,77122.0,30.3,59.3,73.5,66.1,2972.372,699.8758,1058.4791,691.3,2577.0,2088.0,1195.0,1350.0,9090.1,4.2,63.0,4.8,1.95,,,,,
2006-03,17.1,2455500.0,143741.0,3972.0,77161.0,29.8,59.2,73.6,66.2,2997.7415,706.8798,1068.6959,692.6,2659.0,1999.0,1064.0,1309.0,9122.1,4.2,63.1,4.7,1.9,,,,,
2006-04,16.7,2401000.0,143761.0,3900.0,77318.0,29.4,59.2,73.5,66.1,3030.8543,712.8166,1084.9813,688.3,2665.0,2142.0,1022.0,1331.0,9174.8,3.9,63.0,4.7,1.88,1425.152,1210.472,1857.786,61.23753,9.954
2006-05,17.1,2383750.0,144089.0,4111.0,77359.0,29.4,59.2,73.5,66.1,3058.915,722.7655,1103.1932,689.1,2545.0,2189.0,969.0,1333.0,9215.1,3.7,63.1,4.6,1.825,,,,,
2006-06,16.6,2408500.0,144353.0,4318.0,77317.0,29.7,59.5,73.4,66.2,3093.0654,714.8419,1118.7867,681.6,2705.0,2076.0,982.0,1145.0,9240.8,3.9,63.1,4.6,1.9,,,,,
2006-07,17.1,2449400.0,144202.0,4303.0,77535.0,30.5,59.6,73.1,66.1,3120.4714,710.3173,1130.6437,676.4,2721.0,2126.0,986.0,1304.0,9322.6,3.3,63.0,4.7,1.88,1444.791,1237.405,1896.081,61.34482,10.124
2006-08,17.1,2466250.0,144625.0,4195.0,77451.0,30.7,59.5,73.4,66.2,3130.2242,717.9757,1152.3023,673.4,2603.0,2246.0,987.0,1306.0,9321.8,3.6,63.1,4.7,1.9,,,,,
2006-09,17.1,2446200.0,144815.0,4115.0,77757.0,30.5,59.3,73.4,66.1,3157.7891,719.0943,1151.1991,672.8,2608.0,2053.0,986.0,1245.0,9354.7,3.5,63.1,4.5,1.9,,,,,
2006-10,16.3,2446250.0,145314.0,4352.0,77634.0,30.6,59.4,73.4,66.2,3307.4675,723.7509,1161.3376,678.7,2616.0,2103.0,984.0,1078.0,9373.2,3.5,63.3,4.4,1.9,1398.202,1208.362,1813.484,61.83717,10.252
2006-11,16.2,2476000.0,145534.0,4190.0,77499.0,31.2,59.5,73.5,66.3,3335.7685,728.76,1170.014,678.6,2511.0,2212.0,1028.0,1131.0,9380.2,3.9,63.3,4.5,1.875,,,,,
2006-12,16.1,2481200.0,145970.0,4187.0,77376.0,31.5,59.5,73.7,66.4,3371.0219,737.6615,1182.5956,672.9,2596.0,2047.0,990.0,1093.0,9469.0,3.7,63.4,4.4,1.9,,,,,
2007-01,16.3,2524250.0,146028.0,4279.0,77506.0,32.1,59.5,73.8,66.4,3393.9957,739.5523,1192.4579,674.3,2561.0,2267.0,1015.0,1141.0,9516.3,3.6,63.3,4.6,1.9,1325.943,1110.222,1744.562,62.284,10.393
2007-02,16.7,2569250.0,146057.0,4220.0,77851.0,32.7,59.4,73.6,66.3,3421.7662,737.5302,1205.0655,667.4,2574.0,2168.0,962.0,1249.0,9546.8,4.0,63.3,4.5,1.95,,,,,
2007-03,17.8,2519000.0,146320.0,4253.0,77982.0,32.0,59.4,73.5,66.2,3363.1339,731.416,1215.7887,665.7,2307.0,2138.0,1010.0,1245.0,9585.1,4.3,63.3,4.4,1.92,,,,,
2007-04,16.9,2496000.0,145586.0,4313.0,78818.0,32.0,58.9,73.4,65.9,3391.3265,736.5868,1226.474,669.2,2456.0,2178.0,1075.0,1206.0,9615.7,4.1,63.0,4.5,1.9,1400.804,1179.661,1814.11,61.65661,10.455
2007-05,16.6,2447750.0,145903.0,4473.0,78810.0,31.6,59.1,73.2,66.0,3410.5635,741.9143,1244.4631,667.9,2464.0,2183.0,1100.0,1132.0,9651.3,3.9,63.0,4.4,1.85,,,,,
2007-06,16.5,2482000.0,146063.0,4342.0,78671.0,31.9,59.3,73.3,66.0,3427.8354,750.5955,1263.8586,660.2,2551.0,2134.0,1138.0,1143.0,9667.3,3.7,63.0,4.6,1.9,,,,,
2007-07,17.2,2542250.0,145905.0,4410.0,78904.0,32.8,59.3,73.1,66.0,3447.5743,761.0247,1281.7591,660.8,2502.0,2203.0,1073.0,1291.0,9709.6,3.6,62.9,4.7,1.9,1345.84,1149.382,1722.347,61.97214,10.574
2007-08,17.0,2553000.0,145682.0,4576.0,79461.0,32.9,59.2,72.8,65.8,3469.7817,764.7988,1307.649,662.7,2614.0,2156.0,1086.0,1246.0,9753.9,3.3,62.7,4.6,1.9,,,,,
2007-09,16.3,2537200.0,146244.0,4521.0,79047.0,32.8,59.5,73.0,66.0,3502.5096,773.9508,1350.0221,659.7,2557.0,2292.0,1091.0,1264.0,9797.9,3.5,62.9,4.7,1.9,,,,,
2007-10,17.0,2561750.0,145946.0,4325.0,79532.0,33.2,59.2,72.9,65.8,3557.4295,773.1001,1374.815,659.4,2545.0,2502.0,1003.0,1298.0,9827.0,3.3,62.7,4.7,1.95,1368.063,1126.304,1726.757,62.86259,10.678
2007-11,17.3,2616750.0,146595.0,4494.0,79105.0,33.7,59.4,73.1,66.0,3586.2883,784.8239,1393.7677,650.7,2645.0,2241.0,992.0,1374.0,9897.8,3.1,62.9,4.7,2.0,,,,,
2007-12,16.6,2712000.0,146273.0,4618.0,79238.0,35.2,59.4,73.1,66.0,3598.7808,798.3836,1417.7037,649.5,2718.0,2376.0,1177.0,1324.0,9908.4,3.5,62.7,5.0,2.06,,,,,
2008-01,17.5,2798750.0,146378.0,4846.0,78554.0,35.6,59.5,73.4,66.2,3613.8264,799.676,1441.0106,649.3,2554.0,2406.0,1152.0,1388.0,9930.0,3.7,62.9,5.0,2.1,1260.771,1090.441,1558.756,64.41587,10.599
2008-02,16.9,2844250.0,146156.0,4902.0,79156.0,36.2,59.3,73.1,66.0,3629.3386,796.7766,1449.1328,649.0,2653.0,2370.0,1116.0,1329.0,9913.4,4.1,62.8,4.9,2.125,,,,,
2008-03,16.5,2912800.0,146086.0,4904.0,79087.0,37.1,59.5,73.1,66.1,3647.7135,798.3295,1470.742,650.6,2823.0,2537.0,1168.0,1323.0,9959.4,4.0,62.7,5.1,2.2,,,,,
2008-04,16.9,2964000.0,146132.0,5220.0,79429.0,37.6,59.4,72.9,65.9,3660.9739,803.6247,1490.0915,650.4,2493.0,2574.0,1314.0,1372.0,9996.8,3.4,62.7,5.0,2.2,1285.329,1079.404,1570.559,64.11087,10.602
2008-05,16.6,3013600.0,145908.0,5286.0,79102.0,38.1,59.6,73.1,66.1,3650.6337,808.6086,1491.1859,647.5,3278.0,2476.0,1219.0,1561.0,10053.8,7.8,62.5,5.4,2.26,,,,,
2008-06,17.1,3057750.0,145737.0,5540.0,79314.0,39.0,59.5,73.0,66.1,3637.3205,812.1232,1498.1997,645.9,2753.0,3016.0,1337.0,1576.0,10107.9,5.5,62.4,5.6,2.3,,,,,
2008-07,17.0,3176250.0,145532.0,5930.0,79395.0,45.2,59.4,73.1,66.1,3629.8274,822.3914,1512.1388,648.9,2854.0,2833.0,1450.0,1664.0,10104.7,4.4,62.2,5.8,2.35,1226.043,1101.92,1496.693,67.57397,10.373
2008-08,17.7,3378000.0,145203.0,5851.0,79466.0,62.9,59.6,72.9,66.1,3630.798,829.3572,1513.7036,643.6,3256.0,2758.0,1554.0,1866.0,10094.7,3.8,62.0,6.1,2.52,,,,,
2008-09,18.6,3521750.0,145076.0,6148.0,79790.0,66.5,59.4,72.9,66.0,3667.8843,837.0416,1530.9049,668.0,2848.0,3035.0,1599.0,2027.0,10043.5,4.7,61.9,6.1,2.65,,,,,
2008-10,19.9,3731000.0,144802.0,6690.0,79736.0,65.1,59.6,72.9,66.0,3825.0385,860.9928,1586.5603,679.2,3170.0,3055.0,1710.0,2280.0,9960.3,5.5,61.7,6.5,2.8,721.414,847.956,891.223,73.48998,9.516
2008-11,18.9,4096600.0,144100.0,7311.0,80189.0,66.6,59.5,72.7,65.9,3826.5069,869.8047,1575.6097,710.6,3335.0,3260.0,1704.0,2219.0,9820.8,6.5,61.4,6.8,3.06,,,,,
2008-12,19.9,4522250.0,143369.0,8029.0,80380.0,83.9,59.5,72.5,65.8,3819.0678,875.447,1558.8075,757.7,3255.0,3498.0,1936.0,2610.0,9730.7,6.4,61.0,7.3,3.375,,,,,
2009-01,19.8,4861200.0,142152.0,8046.0,80529.0,93.0,59.4,72.4,65.7,3801.7866,887.3371,1544.8286,746.8,3524.0,3662.0,2065.0,2699.0,9783.8,6.2,60.6,7.8,3.62,1082.708,1083.083,1254.684,77.2997,9.132
2009-02,20.2,5297000.0,141640.0,8796.0,80374.0,100.0,59.5,72.4,65.8,3825.4919,891.7441,1532.707,736.8,3450.0,3936.0,2456.0,2999.0,9766.0,5.5,60.3,8.3,3.975,,,,,
2009-03,20.9,5765750.0,140707.0,9145.0,80953.0,111.7,59.5,72.1,65.6,3825.643,877.9933,1511.301,743.0,3465.0,4122.0,2625.0,3260.0,9718.5,5.9,59.9,8.7,4.325,,,,,
2009-04,21.7,6184500.0,140656.0,8908.0,80762.0,121.8,59.4,72.3,65.7,3840.8355,866.0511,1491.6126,757.7,3338.0,4138.0,2634.0,3752.0,9724.8,6.8,59.8,9.0,4.625,1161.627,1088.429,1356.958,80.4389,8.809
2009-05,22.4,6525600.0,140248.0,9113.0,80705.0,130.7,59.4,72.4,65.7,3878.3577,861.7749,1469.401,759.3,3246.0,4458.0,3049.0,3973.0,9748.9,8.2,59.6,9.4,4.9,,,,,
2009-06,23.9,6534250.0,140009.0,9024.0,80938.0,138.5,59.5,72.2,65.7,3860.3529,854.6503,1436.2822,772.3,3114.0,4052.0,3488.0,4349.0,9806.9,6.7,59.4,9.5,4.925,,,,,
2009-07,25.1,6139000.0,139901.0,8891.0,81367.0,140.6,59.4,72.0,65.5,3839.2278,850.2787,1395.3934,774.2,3137.0,3505.0,2923.0,4917.0,9841.7,6.0,59.3,9.5,4.6,1346.957,1250.078,1553.371,82.59064,8.674
2009-08,25.3,6047800.0,139492.0,9029.0,81780.0,145.5,59.2,72.0,65.4,3814.5487,849.841,1363.5195,770.5,2940.0,3927.0,2791.0,5037.0,9961.0,4.9,59.1,9.6,4.56,,,,,
2009-09,26.6,5984750.0,138818.0,8847.0,82495.0,147.1,58.9,71.7,65.1,3766.2692,847.6964,1337.6635,771.3,2841.0,3775.0,2908.0,5494.0,9883.4,5.9,58.7,9.8,4.5,,,,,
2009-10,27.5,5765600.0,138432.0,8979.0,82766.0,144.2,58.8,71.6,65.0,3741.7732,842.7493,1307.86,774.9,3223.0,3552.0,3006.0,5643.0,9931.9,5.4,58.5,10.0,4.38,1462.942,1309.857,1704.953,84.16278,8.684
2009-11,28.9,5460500.0,138659.0,9114.0,82865.0,146.3,58.9,71.5,65.0,3805.506,841.8201,1290.1545,774.7,2816.0,3457.0,2847.0,5908.0,9940.5,5.9,58.6,9.9,4.125,,,,,
2009-12,29.7,5141750.0,138013.0,9098.0,83813.0,155.2,58.6,71.0,64.6,3776.8554,835.5234,1265.2555,778.8,2879.0,3457.0,2712.0,6122.0,9998.9,5.9,58.3,9.9,3.9,,,,,
2010-01,30.3,4839000.0,138438.0,8530.0,83349.0,161.4,58.8,71.2,64.8,3758.4838,819.5387,1238.6861,770.0,2921.0,3390.0,2574.0,6319.0,10001.8,6.1,58.5,9.8,3.7,1530.604,1386.233,1786.945,86.76598,8.683
2010-02,29.8,4793750.0,138581.0,8936.0,83304.0,158.7,58.9,71.2,64.9,3721.0013,812.0829,1223.5831,782.3,2807.0,3390.0,2793.0,6129.0,10030.6,5.8,58.5,9.8,3.7,,,,,
2010-03,31.6,4731750.0,138751.0,9233.0,83206.0,157.9,58.8,71.4,64.9,3704.3509,886.4344,1210.1101,787.6,2769.0,3294.0,2542.0,6545.0,10089.1,5.7,58.5,9.9,3.65,,,,,
2010-04,33.3,4728000.0,139297.0,9178.0,82707.0,148.7,58.9,71.8,65.2,3713.9185,1157.9697,1207.4849,781.5,2725.0,3086.0,2330.0,6800.0,10112.9,6.4,58.7,9.9,3.7,1517.068,1378.523,1779.315,88.44771,8.711
2010-05,34.0,4674800.0,139241.0,8845.0,83409.0,142.6,58.8,71.4,64.9,3699.6985,1149.2337,1196.7401,787.0,2773.0,3127.0,2260.0,6638.0,10131.0,7.0,58.6,9.6,3.66,,,,,
2010-06,34.5,4583250.0,139141.0,8577.0,84075.0,132.3,58.5,71.1,64.6,3682.3527,1140.04,1190.104,797.2,2683.0,3159.0,2284.0,6623.0,10151.4,6.9,58.5,9.4,3.575,,,,,
2010-07,33.9,4528600.0,139179.0,8500.0,84199.0,121.3,58.4,71.2,64.6,3661.9121,1136.5014,1188.9804,792.3,2806.0,2972.0,2208.0,6506.0,10184.7,6.8,58.5,9.4,3.56,1600.154,1523.638,1879.334,89.93168,8.635
2010-08,33.7,4461250.0,139438.0,8800.0,84014.0,141.1,58.6,71.3,64.7,3656.0884,1133.5941,1187.8347,802.4,2671.0,3534.0,2162.0,6259.0,10228.2,6.9,58.6,9.5,3.525,,,,,
2010-09,33.4,4467750.0,139396.0,9246.0,84347.0,130.7,58.5,71.1,64.6,3642.2127,1121.213,1185.9268,809.2,2819.0,3308.0,2291.0,6163.0,10249.0,6.7,58.5,9.5,3.525,,,,,
2010-10,34.0,4363400.0,139119.0,8837.0,84895.0,127.1,58.4,70.8,64.4,3627.1348,1114.8057,1184.9137,812.8,2655.0,3345.0,2387.0,6227.0,10304.7,6.6,58.3,9.4,3.46,1599.159,1537.504,1890.461,92.02388,8.396
2010-11,33.9,4195500.0,139044.0,8873.0,84590.0,124.2,58.6,70.9,64.6,3623.8581,1109.9688,1187.1107,832.6,2912.0,3321.0,2370.0,6326.0,10354.7,6.6,58.2,9.8,3.35,,,,,
2010-12,34.7,4100000.0,139301.0,8935.0,85240.0,120.3,58.3,70.7,64.3,3613.6782,1107.193,1192.444,833.1,2693.0,3169.0,2120.0,6429.0,10392.1,7.1,58.3,9.3,3.25,,,,,
2011-01,37.2,3918400.0,139250.0,8470.0,85441.0,120.2,58.3,70.5,64.2,3603.7424,1075.4663,1196.0085,838.0,2686.0,3033.0,2218.0,6175.0,10435.5,7.4,58.3,9.1,3.12,1464.223,1385.233,1749.344,93.35519,8.17
2011-02,37.4,3849250.0,139394.0,8464.0,85637.0,115.2,58.1,70.5,64.1,3569.998,1071.7425,1199.7574,843.9,2469.0,3118.0,2284.0,5892.0,10470.1,7.6,58.4,9.0,3.05,,,,,
2011-03,39.1,3765500.0,139639.0,8645.0,85623.0,114.6,58.3,70.4,64.2,3539.9161,1071.2231,1206.9371,847.9,2535.0,2980.0,2061.0,6105.0,10550.5,7.0,58.4,9.0,3.0,,,,,
2011-04,38.7,3770800.0,139586.0,8652.0,85603.0,110.4,58.3,70.5,64.2,3521.135,1076.7023,1214.8197,848.2,2787.0,2987.0,2090.0,5925.0,10587.6,6.9,58.4,9.1,3.02,1529.084,1506.637,1814.197,92.5588,8.013
2011-05,39.6,3773750.0,139624.0,8576.0,85834.0,109.8,58.1,70.5,64.1,3508.0648,1076.149,1228.9265,862.1,2668.0,2903.0,2052.0,6153.0,10612.0,6.9,58.3,9.0,3.0,,,,,
2011-06,39.9,3741750.0,139384.0,8427.0,86144.0,107.6,58.0,70.4,64.0,3501.1119,1079.8477,1233.6136,870.1,2933.0,2987.0,1871.0,6271.0,10636.8,7.2,58.2,9.1,3.0,,,,,
2011-07,40.7,3721600.0,139524.0,8281.0,86383.0,103.7,58.0,70.3,64.0,3497.7935,1081.7525,1244.2865,888.0,2632.0,2931.0,1982.0,6195.0,10677.5,7.2,58.2,9.0,2.98,1539.465,1562.105,1795.846,94.85943,7.506
2011-08,40.5,3716000.0,139942.0,8788.0,86111.0,103.9,58.1,70.5,64.1,3492.8156,1080.7765,1263.3331,934.7,2650.0,2989.0,2199.0,6048.0,10700.6,7.2,58.3,9.0,2.975,,,,,
2011-09,40.4,3742750.0,140183.0,9166.0,85940.0,101.2,58.3,70.5,64.2,3489.0351,1079.3255,1269.7002,939.0,2754.0,2881.0,2012.0,6304.0,10738.1,6.8,58.4,9.0,2.975,,,,,
2011-10,38.7,3701600.0,140368.0,8657.0,86308.0,100.8,58.1,70.4,64.1,3497.9548,1082.8356,1280.0926,943.6,2668.0,3250.0,1964.0,5838.0,10753.1,6.8,58.4,8.8,2.92,1617.095,1662.068,1913.534,96.36931,7.317
2011-11,40.2,3652500.0,140826.0,8447.0,86312.0,99.6,58.0,70.5,64.1,3505.1718,1084.4933,1292.8906,953.8,2556.0,2913.0,2009.0,5698.0,10759.5,6.9,58.6,8.6,2.9,,,,,
2011-12,40.4,3573400.0,140902.0,8171.0,86589.0,98.9,57.8,70.5,64.0,3495.3207,1086.2584,1303.8297,952.5,2678.0,2873.0,1959.0,5586.0,10772.2,7.8,58.6,8.5,2.8,,,,,
2012-01,40.2,3451250.0,141584.0,8305.0,87888.0,97.8,57.7,70.2,63.7,3511.5596,1085.7484,1321.3113,966.4,2474.0,2908.0,1957.0,5476.0,10862.1,8.0,58.4,8.3,2.725,1880.022,1705.692,2199.909,97.42044,7.238
2012-02,39.7,3381750.0,141858.0,8238.0,87765.0,94.3,57.8,70.2,63.8,3539.4015,1087.6179,1344.448,967.9,2610.0,2848.0,2051.0,5242.0,10953.5,8.0,58.5,8.3,2.7,,,,,
2012-03,39.3,3336800.0,142036.0,7775.0,87855.0,91.8,57.8,70.2,63.8,3544.0419,1090.7541,1351.1006,974.1,2708.0,2788.0,1940.0,5236.0,10951.8,8.5,58.5,8.2,2.62,,,,,
2012-04,39.2,3323000.0,141899.0,7913.0,88239.0,89.9,57.6,70.1,63.7,3540.4399,1092.6235,1368.4854,980.9,2624.0,2878.0,1940.0,5132.0,10979.7,8.7,58.4,8.2,2.6,1801.743,1672.678,2135.981,98.15989,7.141
2012-05,39.6,3328000.0,142206.0,8101.0,88100.0,85.7,57.7,70.2,63.7,3538.8456,1101.3832,1378.9337,986.7,2550.0,3006.0,1690.0,5401.0,10968.6,8.8,58.5,8.2,2.6,,,,,
2012-06,40.3,3324400.0,142391.0,8072.0,88073.0,83.1,57.7,70.3,63.8,3528.5036,1100.9548,1397.974,996.4,2747.0,2806.0,1817.0,5409.0,10946.3,9.1,58.6,8.2,2.6,,,,,
2012-07,39.3,3305750.0,142292.0,8082.0,88405.0,81.1,57.6,70.2,63.7,3525.653,1098.7158,1413.6843,1014.1,2662.0,2984.0,1773.0,5210.0,10977.2,8.2,58.5,8.2,2.6,1818.331,1643.707,2160.051,98.82568,6.921
2012-08,39.6,3306250.0,142291.0,7974.0,88803.0,78.2,57.6,69.9,63.5,3526.9011,1100.9257,1425.8449,1021.6,2784.0,2811.0,1846.0,5042.0,11004.1,7.9,58.4,8.1,2.6,,,,,
2012-09,39.8,3314400.0,143044.0,8671.0,88613.0,76.1,57.6,70.1,63.6,3530.4409,1103.0752,1434.3573,1034.6,2538.0,2819.0,1863.0,4911.0,11061.5,8.2,58.7,7.8,2.6,,,,,
2012-10,39.6,3276250.0,143431.0,8203.0,88429.0,75.4,57.7,70.3,63.8,3526.7404,1104.8011,1449.2412,1045.6,2635.0,2859.0,1796.0,4988.0,11099.8,8.8,58.8,7.8,2.575,1785.961,1629.228,2128.47,100.45154,6.713
2012-11,39.0,3326250.0,143333.0,8166.0,88836.0,75.9,57.6,70.1,63.6,3555.7563,1104.6107,1457.237,1048.0,2620.0,2776.0,1745.0,4805.0,11136.8,9.7,58.7,7.7,2.575,,,,,
2012-12,37.6,3190200.0,143330.0,7943.0,88722.0,74.1,57.7,70.1,63.7,3551.0215,1102.7321,1474.4678,1064.4,2756.0,2901.0,1861.0,4768.0,11140.5,12.0,58.7,7.9,2.48,,,,,
2013-01,35.6,3132750.0,143292.0,8151.0,88900.0,70.5,57.5,70.3,63.7,3560.4339,1103.8383,1484.9577,1067.6,2780.0,3115.0,1891.0,4681.0,11202.8,6.3,58.6,8.0,2.4,1766.372,1622.754,2127.093,101.21783,6.692
2013-02,36.4,3058750.0,143362.0,8178.0,89516.0,68.8,57.3,70.0,63.4,3553.7765,1108.6952,1491.5213,1061.3,2713.0,2799.0,1766.0,4691.0,11239.6,5.8,58.6,7.7,2.4,,,,,
2013-03,37.0,3037800.0,143316.0,7722.0,89990.0,67.7,57.2,69.7,63.3,3548.8501,1112.7255,1500.0087,1067.8,2462.0,2826.0,1830.0,4563.0,11227.1,5.9,58.5,7.5,2.38,,,,,
2013-04,36.5,3041500.0,143635.0,7964.0,89780.0,66.2,57.3,69.9,63.4,3552.6087,1116.3137,1507.3087,1085.0,2487.0,2908.0,1953.0,4468.0,11205.4,6.4,58.6,7.6,2.35,1757.557,1643.068,2114.721,100.6034,6.587
2013-05,36.8,3012250.0,143882.0,7937.0,89827.0,64.9,57.3,69.9,63.4,3545.1703,1120.8157,1510.3712,1091.1,2674.0,2631.0,1986.0,4347.0,11244.6,6.7,58.6,7.5,2.325,,,,,
2013-06,36.4,2992800.0,143999.0,8103.0,89803.0,63.2,57.4,69.9,63.4,3544.2004,1125.3845,1521.7906,1089.0,2680.0,2851.0,1876.0,4355.0,11268.8,6.8,58.6,7.5,2.3,,,,,
2013-07,37.3,3020250.0,144264.0,8099.0,90156.0,61.3,57.3,69.8,63.3,3537.8214,1124.4796,1531.8046,1093.0,2493.0,2768.0,1791.0,4258.0,11296.7,6.6,58.7,7.3,2.325,1792.757,1646.395,2157.51,99.34376,6.584
2013-08,37.6,2934400.0,144326.0,7816.0,90355.0,58.9,57.3,69.6,63.3,3527.7936,1127.3184,1533.2935,1093.2,2475.0,2688.0,1677.0,4296.0,11329.2,6.7,58.7,7.2,2.28,,,,,
2013-09,37.4,2895750.0,144418.0,7764.0,90481.0,57.1,57.1,69.8,63.2,3527.1089,1129.9544,1539.9115,1106.6,2604.0,2691.0,1797.0,4132.0,11366.9,6.8,58.7,7.2,2.25,,,,,
2013-10,35.1,2928500.0,143537.0,7936.0,91708.0,57.2,56.8,69.2,62.8,3524.119,1135.2058,1549.1657,1122.4,2823.0,2639.0,1737.0,4024.0,11419.8,6.2,58.3,7.2,2.2,1838.838,1679.998,2206.766,100.42722,6.476
2013-11,36.6,2851200.0,144479.0,7718.0,91302.0,56.2,56.9,69.5,63.0,3529.9296,1130.9458,1558.4843,1121.3,2409.0,2586.0,1695.0,4042.0,11487.6,6.1,58.6,6.9,2.2,,,,,
2013-12,36.5,2858500.0,144778.0,7827.0,91563.0,58.1,57.0,69.2,62.9,3532.0279,1128.1966,1574.2838,1135.2,2328.0,2545.0,1676.0,3863.0,11517.9,6.4,58.7,6.7,2.2,,,,,
2014-01,35.1,2876750.0,145150.0,7296.0,91563.0,41.2,57.0,69.2,62.9,3535.4723,1130.2423,1586.5723,1146.0,2473.0,2431.0,1696.0,3607.0,11503.7,7.1,58.8,6.6,2.2,1767.596,1563.708,2171.327,102.90374,6.273
2014-02,36.5,2848750.0,145134.0,7299.0,91603.0,38.3,57.2,69.0,62.9,3545.8007,1136.1742,1619.8572,1157.2,2376.0,2590.0,1621.0,3783.0,11574.5,7.1,58.7,6.7,2.2,,,,,
